Image,Original Name,Word Count Range,Article Number,Image Sequence,Font Size,Blur Level,Background Color,Gold Label,Response,WER,CER,word_count
548,40-60_27_02_base_18.jpg,40-60,27,2,18,0.0,white,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مدمقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مد مقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,0.10204081632653061,0.026923076923076925,49
549,40-60_27_02_base_18_bg-light_yellow.jpg,40-60,27,2,18,0.0,light_yellow,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مدمقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن میچ (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں برابر ہیں۔ تاریخی کرکٹ گراؤنڈ میں مد مقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,0.1836734693877551,0.08461538461538462,49
550,40-60_27_02_base_18_bg-slate_gray.jpg,40-60,27,2,18,0.0,slate_gray,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مدمقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,پاکستان اور آسٹریلیا کے درمیان میچ برکا تیسرے اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا، دونوں ٹیمیں پر عزم ہیں کہ تاریخی کرکٹ گراونڈ میں مد مقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا، پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,0.30612244897959184,0.09615384615384616,49
551,40-60_27_02_base_18_blur-0.75.jpg,40-60,27,2,18,0.75,white,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مدمقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پر تھکے تاریخی کرکٹ گراونڈ میں مد مقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,0.16326530612244897,0.038461538461538464,49
552,40-60_27_02_base_18_blur-1.5.jpg,40-60,27,2,18,1.5,white,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مدمقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,پاکستان اور آسٹریلیا کے درمیان میچ کا فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پر تج کے تاریخی کرکٹ گراونڈ میں مد مقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,0.22448979591836735,0.09230769230769231,49
553,40-60_27_03_base_24.jpg,40-60,27,3,24,0.0,white,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مدمقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرٹھ کے تاریخی کرکٹ گراؤنڈ میں مد مقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,0.12244897959183673,0.03076923076923077,49
554,40-60_28_01_base_12.jpg,40-60,28,1,12,0.0,white,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپیٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ شمس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ گے۔,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے پاکستانی دستہ آج روس روانہ ہو گا۔ یہ ایونٹ 8 سے 10 نومبر تک ماسکو میں ہو گا۔ پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد خان رشید 60 کلوگرام جبکہ نعیم الدین 67 کلوگرام کیٹیگری میں اپنی صلاحیتوں کا مظاہرہ کریں گے۔,0.288135593220339,0.1737704918032787,59
555,40-60_28_02_base_18.jpg,40-60,28,2,18,0.0,white,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپیٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ شمس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ گے۔,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا۔ پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد خان رشید 60 کلو گرام جبکہ حسنس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ کریں گے۔,0.0847457627118644,0.04262295081967213,59
556,40-60_28_02_base_18_bg-light_yellow.jpg,40-60,28,2,18,0.0,light_yellow,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپیٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ شمس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ گے۔,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا۔ پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ حسنس الدین 67 کلو گرام کیٹیگری میں اپنی صلاحیتوں کا مظاہرہ کریں گے۔,0.0847457627118644,0.036065573770491806,59
557,40-60_28_02_base_18_bg-slate_gray.jpg,40-60,28,2,18,0.0,slate_gray,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپیٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ شمس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ گے۔,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی ٹیم آج روس روانہ ہو رہی ہے۔ یہ مقابلے آٹھ سے 10 نومبر تک ماسکو میں ہوں گے۔ پاکستانی ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلوگرام جبکہ نسیم الدین 67 کلوگرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ کریں گے۔,0.2711864406779661,0.17049180327868851,59
558,40-60_28_02_base_18_blur-0.75.jpg,40-60,28,2,18,0.75,white,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپیٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ شمس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ گے۔,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورسٹی انٹرنیشنل کمپٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ سنس الدین 67 کلو گرام کیٹیگری میں اپنی صلاحیتوں کا مظاہرہ کریں گے۔,0.0847457627118644,0.036065573770491806,59
559,40-60_28_02_base_18_blur-1.5.jpg,40-60,28,2,18,1.5,white,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپیٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ شمس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ گے۔,ماسکو انٹرنیشنل کرانے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کرانے انٹرنیشنل چیمپئن شپ 8 سے 10 نومبر تک ماسکو میں ہوگا۔ پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ کس الہ دین 67 کلو گرام یہ کیٹگری میں اپنی صلاحیتوں کا مظاہرہ کریں گے۔,0.1864406779661017,0.09508196721311475,59
560,40-60_28_03_base_24.jpg,40-60,28,3,24,0.0,white,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپیٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ شمس الدین 67 کلو گرام کیٹگری میں اپنی صلاحیتوں کا مظاہرہ گے۔,ماسکو انٹرنیشنل کراٹے مقابلوں میں حصہ لینے کے لیے سات رکنی پاکستانی دستہ آج روس روانہ ہوگا۔ کراٹے یونیورس انٹرنیشنل کمپٹیشن 8 سے 10 نومبر تک ماسکو میں ہوگا، پاکستان ٹیم میں دو مرد اور دو خواتین کھلاڑی شامل ہیں۔ محمد فرحان رشید 60 کلو گرام جبکہ الدین 67 کلو گرام کیٹیگری میں اپنی صلاحیتوں کا مظاہرہ کریں گے۔,0.06779661016949153,0.036065573770491806,59
561,40-60_29_01_base_12.jpg,40-60,29,1,12,0.0,white,ملک بھر میں 1426 واٹس ایپ اکاؤنٹس ہیک ہونے کا انکشاف ہوا ہے۔ سینیٹ اجلاس میں ایک سوال پروزارت داخلہ نے جواب جمع کرایا. یکم جولائی سے اب تک ایف آئی اے سائبر کرائم کو اتنی شکایات ملیں ۔ جن شکایات کا اندراج نہیں ہوا، ان کی تعداد ان میں شامل نہیں۔,ملک بھر میں 1426 واٹس ایپ اکاؤنٹس پر مانیٹرنگ ہونے کا انکشاف ہوا ہے۔ سینیٹ اجلاس میں ایک سوال پر وزارت داخلہ نے جواب جمع کرایا۔ بیجوڑائی سے اسپیک ایف آئی اے سے سائبر کرائم کو کوئی شکایات نہیں۔ جن شکایات کا اندراج نہیں ہوا، ان کی تعداد اعداد و شمار میں شامل نہیں۔,0.3269230769230769,0.1721311475409836,52
